id,label,subject,message
11292,ham,Meeting Reminder: Project Discussion,Can you confirm your availability for tomorrow’s meeting?
2323,spam,Urgent: Update Your Payment Information,Final notice: Your subscription will expire soon. Renew today and save 50%.
811,spam,Upgrade to Premium Membership Today,Special insurance plan for you – get huge discounts by signing up today.
8622,ham,Team Lunch on Friday,Thanks for helping with the project submission last week.
10354,ham,Re: Notes from Today's Lecture,"Hey, please find attached the updated report for your review."
11587,ham,Follow-up on Previous Email,Let’s plan the presentation slides together this weekend.
11562,ham,Invoice Attached for Your Review,"Hey, please find attached the updated report for your review."
10562,ham,Re: Notes from Today's Lecture,Don’t forget to bring the printed copies for submission.
7119,spam,Upgrade to Premium Membership Today,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
338,spam,Exclusive Discount on Electronics,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
3721,spam,Account Alert: Verify Your Details Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
10974,ham,Schedule for Tomorrow's Meeting,Just checking if you received the document I sent yesterday.
11306,ham,Re: Notes from Today's Lecture,Let’s plan the presentation slides together this weekend.
10507,ham,Team Lunch on Friday,The team meeting is scheduled at 3 PM. Please join via the link.
12725,ham,Re: Notes from Today's Lecture,It was great seeing you at the seminar. Let’s catch up soon.
5690,spam,Win a Trip to Maldives - Limited Seats,Special insurance plan for you – get huge discounts by signing up today.
8153,ham,Weekly Report Submission Reminder,Please review the attached invoice and confirm once done.
12694,ham,Weekly Report Submission Reminder,Just checking if you received the document I sent yesterday.
10395,ham,Invoice Attached for Your Review,Thanks for helping with the project submission last week.
10945,ham,Invoice Attached for Your Review,"Hey, please find attached the updated report for your review."
9765,ham,Schedule for Tomorrow's Meeting,Let’s plan the presentation slides together this weekend.
11499,ham,Regarding Your Assignment,Can you confirm your availability for tomorrow’s meeting?
1497,spam,Special Offer Just for You,You’ve won a lucky draw! Provide your contact details to claim the prize.
4132,spam,Account Alert: Verify Your Details Now,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
13862,ham,Invoice Attached for Your Review,Please review the attached invoice and confirm once done.
3139,spam,Your Loan Application Approved,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
9966,ham,Follow-up on Previous Email,Thanks for helping with the project submission last week.
10392,ham,Follow-up on Previous Email,Please review the attached invoice and confirm once done.
6337,spam,Exclusive Discount on Electronics,Final notice: Your subscription will expire soon. Renew today and save 50%.
1744,spam,Account Alert: Verify Your Details Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
1417,spam,Special Offer Just for You,Get access to premium content for free. Just confirm your email to activate the offer.
9609,ham,Follow-up on Previous Email,Don’t forget to bring the printed copies for submission.
5281,spam,Your Loan Application Approved,Get access to premium content for free. Just confirm your email to activate the offer.
580,spam,Exclusive Discount on Electronics,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
9455,ham,Invitation: College Tech Fest,I’ve shared the notes from today’s lecture in the drive link below.
467,spam,Claim Your $500 Reward Now,"Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight. Exam ki file attach ki hai, dekh lena."
13832,ham,Schedule for Tomorrow's Meeting,Don’t forget to bring the printed copies for submission.
3603,spam,Urgent: Update Your Payment Information,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
10180,ham,Regarding Your Assignment,Please review the attached invoice and confirm once done.
13311,ham,Invoice Attached for Your Review,Please review the attached invoice and confirm once done.
14455,ham,Invitation: College Tech Fest,Please review the attached invoice and confirm once done.
1396,spam,Exclusive Discount on Electronics,Your Amazon gift card is ready. Claim it before it expires.
7985,ham,Meeting Reminder: Project Discussion,"Hey, please find attached the updated report for your review."
9503,ham,Schedule for Tomorrow's Meeting,Don’t forget to bring the printed copies for submission.
3704,spam,Claim Your $500 Reward Now,You’ve won a lucky draw! Provide your contact details to claim the prize.
3143,spam,Claim Your $500 Reward Now,Get access to premium content for free. Just confirm your email to activate the offer.
5122,spam,Exclusive Discount on Electronics,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
14128,ham,Regarding Your Assignment,Thanks for helping with the project submission last week.
4077,spam,Claim Your $500 Reward Now,Refer a friend and earn ₹500 instantly! Click here to start.
3899,spam,Urgent: Update Your Payment Information,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
557,spam,Limited Offer: Claim Your Free iPhone,Get access to premium content for free. Just confirm your email to activate the offer.
10743,ham,Team Lunch on Friday,The team meeting is scheduled at 3 PM. Please join via the link.
1408,spam,Account Alert: Verify Your Details Now,You’ve won a lucky draw! Provide your contact details to claim the prize.
6225,spam,Your Loan Application Approved,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
7093,spam,Limited Offer: Claim Your Free iPhone,Refer a friend and earn ₹500 instantly! Click here to start.
7503,ham,Re: Notes from Today's Lecture,"Hey, please find attached the updated report for your review."
9327,ham,Regarding Your Assignment,I’ve shared the notes from today’s lecture in the drive link below.
6951,spam,Urgent: Update Your Payment Information,Get access to premium content for free. Just confirm your email to activate the offer.
1339,spam,Win a Trip to Maldives - Limited Seats,Final notice: Your subscription will expire soon. Renew today and save 50%.
12962,ham,Invitation: College Tech Fest,Don’t forget to bring the printed copies for submission.
14785,ham,Re: Notes from Today's Lecture,Can you confirm your availability for tomorrow’s meeting?
2550,spam,Urgent: Update Your Payment Information,Refer a friend and earn ₹500 instantly! Click here to start.
1307,spam,Urgent: Update Your Payment Information,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
346,spam,Exclusive Discount on Electronics,Final notice: Your subscription will expire soon. Renew today and save 50%.
2333,spam,Your Loan Application Approved,Refer a friend and earn ₹500 instantly! Click here to start.
10072,ham,Follow-up on Previous Email,Thanks for helping with the project submission last week.
3901,spam,Special Offer Just for You,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
6365,spam,Urgent: Update Your Payment Information,Final notice: Your subscription will expire soon. Renew today and save 50%.
14189,ham,Project Update and Next Steps,Can you confirm your availability for tomorrow’s meeting?
3668,spam,Urgent: Update Your Payment Information,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
11804,ham,Meeting Reminder: Project Discussion,The team meeting is scheduled at 3 PM. Please join via the link.
2726,spam,Urgent: Update Your Payment Information,You’ve won a lucky draw! Provide your contact details to claim the prize.
13240,ham,Team Lunch on Friday,I’ve shared the notes from today’s lecture in the drive link below.
8691,ham,Regarding Your Assignment,The team meeting is scheduled at 3 PM. Please join via the link.
6422,spam,Exclusive Discount on Electronics,Your account will be suspended unless you verify your details immediately. Visit our secure link now. Please confirm karna kal ka plan.
3610,spam,Upgrade to Premium Membership Today,Your Amazon gift card is ready. Claim it before it expires.
3394,spam,Your Loan Application Approved,Refer a friend and earn ₹500 instantly! Click here to start.
1034,spam,Special Offer Just for You,"Your account will be suspended unless you verify your details immediately. Visit our secure link now. Exam ki file attach ki hai, dekh lena."
12257,ham,Team Lunch on Friday,I’ve shared the notes from today’s lecture in the drive link below.
3962,spam,Urgent: Update Your Payment Information,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
12624,ham,Schedule for Tomorrow's Meeting,"Hey, please find attached the updated report for your review."
2736,spam,Special Offer Just for You,Your Amazon gift card is ready. Claim it before it expires.
4738,spam,Upgrade to Premium Membership Today,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
13944,ham,Meeting Reminder: Project Discussion,It was great seeing you at the seminar. Let’s catch up soon.
10833,ham,Invoice Attached for Your Review,Can you confirm your availability for tomorrow’s meeting?
14251,ham,Regarding Your Assignment,Please review the attached invoice and confirm once done.
7816,ham,Regarding Your Assignment,Don’t forget to bring the printed copies for submission.
1309,spam,Account Alert: Verify Your Details Now,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
9656,ham,Follow-up on Previous Email,It was great seeing you at the seminar. Let’s catch up soon.
10041,ham,Invoice Attached for Your Review,Can you confirm your availability for tomorrow’s meeting?
5155,spam,Account Alert: Verify Your Details Now,"You’ve won a lucky draw! Provide your contact details to claim the prize. Exam ki file attach ki hai, dekh lena."
14306,ham,Meeting Reminder: Project Discussion,The team meeting is scheduled at 3 PM. Please join via the link.
1096,spam,Claim Your $500 Reward Now,Special insurance plan for you – get huge discounts by signing up today.
11987,ham,Project Update and Next Steps,Thanks for helping with the project submission last week.
12745,ham,Invoice Attached for Your Review,"Hey, please find attached the updated report for your review."
11022,ham,Project Update and Next Steps,Let’s plan the presentation slides together this weekend.
14772,ham,Invitation: College Tech Fest,Don’t forget to bring the printed copies for submission.
5175,spam,Upgrade to Premium Membership Today,Refer a friend and earn ₹500 instantly! Click here to start.
1193,spam,Account Alert: Verify Your Details Now,Get access to premium content for free. Just confirm your email to activate the offer.
5724,spam,Claim Your $500 Reward Now,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
14946,ham,Follow-up on Previous Email,Can you confirm your availability for tomorrow’s meeting?
4529,spam,Win a Trip to Maldives - Limited Seats,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
10090,ham,Invitation: College Tech Fest,It was great seeing you at the seminar. Let’s catch up soon.
14958,ham,Invoice Attached for Your Review,Let’s plan the presentation slides together this weekend.
3660,spam,Your Loan Application Approved,Your Amazon gift card is ready. Claim it before it expires.
6524,spam,Upgrade to Premium Membership Today,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
13329,ham,Project Update and Next Steps,Just checking if you received the document I sent yesterday.
8701,ham,Meeting Reminder: Project Discussion,I’ve shared the notes from today’s lecture in the drive link below.
7018,spam,Account Alert: Verify Your Details Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
1660,spam,Exclusive Discount on Electronics,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
11173,ham,Weekly Report Submission Reminder,It was great seeing you at the seminar. Let’s catch up soon.
2329,spam,Congratulations! You've Won a Gift Voucher,Final notice: Your subscription will expire soon. Renew today and save 50%.
3666,spam,Congratulations! You've Won a Gift Voucher,"Your account will be suspended unless you verify your details immediately. Visit our secure link now. Bhai, check kar ye mail important hai."
11161,ham,Follow-up on Previous Email,Please review the attached invoice and confirm once done.
3444,spam,Claim Your $500 Reward Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
3881,spam,Your Loan Application Approved,"Your Amazon gift card is ready. Claim it before it expires. Bhai, check kar ye mail important hai."
9681,ham,Invitation: College Tech Fest,"Thanks for helping with the project submission last week. Bhai, check kar ye mail important hai."
13979,ham,Regarding Your Assignment,It was great seeing you at the seminar. Let’s catch up soon.
14746,ham,Re: Notes from Today's Lecture,Thanks for helping with the project submission last week.
3138,spam,Urgent: Update Your Payment Information,Your Amazon gift card is ready. Claim it before it expires.
2982,spam,Upgrade to Premium Membership Today,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
11535,ham,Invoice Attached for Your Review,Please review the attached invoice and confirm once done. Please confirm karna kal ka plan.
8355,ham,Weekly Report Submission Reminder,"Can you confirm your availability for tomorrow’s meeting? Yaar, meeting ka link bhej de."
3222,spam,Claim Your $500 Reward Now,"Final notice: Your subscription will expire soon. Renew today and save 50%. Yaar, meeting ka link bhej de."
930,spam,Claim Your $500 Reward Now,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
10383,ham,Team Lunch on Friday,Can you confirm your availability for tomorrow’s meeting?
10216,ham,Weekly Report Submission Reminder,Just checking if you received the document I sent yesterday.
5911,spam,Congratulations! You've Won a Gift Voucher,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
13126,ham,Follow-up on Previous Email,"Hey, please find attached the updated report for your review."
12805,ham,Meeting Reminder: Project Discussion,The team meeting is scheduled at 3 PM. Please join via the link.
14192,ham,Team Lunch on Friday,Thanks for helping with the project submission last week.
10541,ham,Team Lunch on Friday,"Hey, please find attached the updated report for your review."
12430,ham,Re: Notes from Today's Lecture,Please review the attached invoice and confirm once done.
9103,ham,Invoice Attached for Your Review,It was great seeing you at the seminar. Let’s catch up soon.
518,spam,Your Loan Application Approved,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now. Please confirm karna kal ka plan.
8016,ham,Regarding Your Assignment,Thanks for helping with the project submission last week.
12330,ham,Project Update and Next Steps,"Just checking if you received the document I sent yesterday. Bhai, check kar ye mail important hai."
5508,spam,Win a Trip to Maldives - Limited Seats,Get access to premium content for free. Just confirm your email to activate the offer.
14885,ham,Invitation: College Tech Fest,Thanks for helping with the project submission last week.
854,spam,Exclusive Discount on Electronics,Refer a friend and earn ₹500 instantly! Click here to start.
2675,spam,Congratulations! You've Won a Gift Voucher,Refer a friend and earn ₹500 instantly! Click here to start.
11295,ham,Invitation: College Tech Fest,Let’s plan the presentation slides together this weekend.
12957,ham,Schedule for Tomorrow's Meeting,The team meeting is scheduled at 3 PM. Please join via the link.
8845,ham,Schedule for Tomorrow's Meeting,It was great seeing you at the seminar. Let’s catch up soon.
4123,spam,Urgent: Update Your Payment Information,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
9167,ham,Team Lunch on Friday,Thanks for helping with the project submission last week.
5546,spam,Your Loan Application Approved,Get access to premium content for free. Just confirm your email to activate the offer.
7433,spam,Exclusive Discount on Electronics,Your Amazon gift card is ready. Claim it before it expires.
11705,ham,Weekly Report Submission Reminder,Don’t forget to bring the printed copies for submission.
7579,ham,Re: Notes from Today's Lecture,It was great seeing you at the seminar. Let’s catch up soon.
9295,ham,Team Lunch on Friday,"Hey, please find attached the updated report for your review."
5287,spam,Your Loan Application Approved,Final notice: Your subscription will expire soon. Renew today and save 50%.
13704,ham,Project Update and Next Steps,Can you confirm your availability for tomorrow’s meeting?
1357,spam,Account Alert: Verify Your Details Now,"Your Amazon gift card is ready. Claim it before it expires. Bhai, check kar ye mail important hai."
4597,spam,Win a Trip to Maldives - Limited Seats,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
9213,ham,Invoice Attached for Your Review,Let’s plan the presentation slides together this weekend.
4460,spam,Account Alert: Verify Your Details Now,Special insurance plan for you – get huge discounts by signing up today.
11873,ham,Meeting Reminder: Project Discussion,I’ve shared the notes from today’s lecture in the drive link below.
2906,spam,Win a Trip to Maldives - Limited Seats,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
14217,ham,Team Lunch on Friday,I’ve shared the notes from today’s lecture in the drive link below.
8581,ham,Follow-up on Previous Email,"Can you confirm your availability for tomorrow’s meeting? Yaar, meeting ka link bhej de."
10004,ham,Team Lunch on Friday,Please review the attached invoice and confirm once done.
7987,ham,Project Update and Next Steps,Can you confirm your availability for tomorrow’s meeting?
4103,spam,Claim Your $500 Reward Now,"Your Amazon gift card is ready. Claim it before it expires. Bhai, check kar ye mail important hai."
2782,spam,Claim Your $500 Reward Now,Your Amazon gift card is ready. Claim it before it expires.
8677,ham,Invitation: College Tech Fest,I’ve shared the notes from today’s lecture in the drive link below.
8335,ham,Weekly Report Submission Reminder,"Hey, please find attached the updated report for your review."
4960,spam,Upgrade to Premium Membership Today,Special insurance plan for you – get huge discounts by signing up today.
821,spam,Exclusive Discount on Electronics,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
3583,spam,Account Alert: Verify Your Details Now,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
7420,spam,Your Loan Application Approved,Refer a friend and earn ₹500 instantly! Click here to start.
14475,ham,Schedule for Tomorrow's Meeting,"Can you confirm your availability for tomorrow’s meeting? Exam ki file attach ki hai, dekh lena."
4270,spam,Special Offer Just for You,"Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight. Exam ki file attach ki hai, dekh lena."
8459,ham,Team Lunch on Friday,The team meeting is scheduled at 3 PM. Please join via the link.
4180,spam,Your Loan Application Approved,Special insurance plan for you – get huge discounts by signing up today.
12463,ham,Invitation: College Tech Fest,Just checking if you received the document I sent yesterday.
5564,spam,Win a Trip to Maldives - Limited Seats,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
1910,spam,Account Alert: Verify Your Details Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
9358,ham,Regarding Your Assignment,I’ve shared the notes from today’s lecture in the drive link below.
1290,spam,Claim Your $500 Reward Now,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
6161,spam,Exclusive Discount on Electronics,Your Amazon gift card is ready. Claim it before it expires.
12607,ham,Project Update and Next Steps,Just checking if you received the document I sent yesterday.
13821,ham,Invoice Attached for Your Review,Let’s plan the presentation slides together this weekend.
3084,spam,Upgrade to Premium Membership Today,Special insurance plan for you – get huge discounts by signing up today.
8511,ham,Weekly Report Submission Reminder,I’ve shared the notes from today’s lecture in the drive link below.
8512,ham,Regarding Your Assignment,I’ve shared the notes from today’s lecture in the drive link below.
14841,ham,Project Update and Next Steps,Just checking if you received the document I sent yesterday.
5232,spam,Claim Your $500 Reward Now,Your Amazon gift card is ready. Claim it before it expires.
9670,ham,Schedule for Tomorrow's Meeting,"Hey, please find attached the updated report for your review."
7846,ham,Project Update and Next Steps,Can you confirm your availability for tomorrow’s meeting?
1559,spam,Account Alert: Verify Your Details Now,"Congratulations! You have been selected for a special offer. Click the link below to claim your reward. Yaar, meeting ka link bhej de."
13775,ham,Weekly Report Submission Reminder,Please review the attached invoice and confirm once done.
7276,spam,Win a Trip to Maldives - Limited Seats,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
7196,spam,Congratulations! You've Won a Gift Voucher,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
3147,spam,Urgent: Update Your Payment Information,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
10980,ham,Team Lunch on Friday,Let’s plan the presentation slides together this weekend.
14082,ham,Invoice Attached for Your Review,Just checking if you received the document I sent yesterday.
12374,ham,Follow-up on Previous Email,Can you confirm your availability for tomorrow’s meeting?
11088,ham,Re: Notes from Today's Lecture,Can you confirm your availability for tomorrow’s meeting?
266,spam,Exclusive Discount on Electronics,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
2810,spam,Upgrade to Premium Membership Today,Your Amazon gift card is ready. Claim it before it expires.
12555,ham,Invoice Attached for Your Review,Thanks for helping with the project submission last week.
1452,spam,Urgent: Update Your Payment Information,Refer a friend and earn ₹500 instantly! Click here to start.
2196,spam,Limited Offer: Claim Your Free iPhone,Get access to premium content for free. Just confirm your email to activate the offer.
299,spam,Your Loan Application Approved,Special insurance plan for you – get huge discounts by signing up today.
3360,spam,Special Offer Just for You,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
11848,ham,Schedule for Tomorrow's Meeting,Don’t forget to bring the printed copies for submission.
2697,spam,Congratulations! You've Won a Gift Voucher,Final notice: Your subscription will expire soon. Renew today and save 50%.
8556,ham,Weekly Report Submission Reminder,Just checking if you received the document I sent yesterday.
11549,ham,Meeting Reminder: Project Discussion,Thanks for helping with the project submission last week.
583,spam,Limited Offer: Claim Your Free iPhone,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
9315,ham,Invitation: College Tech Fest,Thanks for helping with the project submission last week.
14963,ham,Re: Notes from Today's Lecture,Just checking if you received the document I sent yesterday.
4177,spam,Account Alert: Verify Your Details Now,Refer a friend and earn ₹500 instantly! Click here to start.
2267,spam,Congratulations! You've Won a Gift Voucher,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
12681,ham,Invoice Attached for Your Review,Please review the attached invoice and confirm once done.
1691,spam,Win a Trip to Maldives - Limited Seats,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
1202,spam,Exclusive Discount on Electronics,Final notice: Your subscription will expire soon. Renew today and save 50%.
9037,ham,Follow-up on Previous Email,Let’s plan the presentation slides together this weekend.
2188,spam,Exclusive Discount on Electronics,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
11556,ham,Follow-up on Previous Email,I’ve shared the notes from today’s lecture in the drive link below.
7319,spam,Exclusive Discount on Electronics,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
9912,ham,Invitation: College Tech Fest,The team meeting is scheduled at 3 PM. Please join via the link.
991,spam,Claim Your $500 Reward Now,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
6475,spam,Your Loan Application Approved,Get access to premium content for free. Just confirm your email to activate the offer.
3353,spam,Urgent: Update Your Payment Information,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
9686,ham,Follow-up on Previous Email,It was great seeing you at the seminar. Let’s catch up soon.
12178,ham,Team Lunch on Friday,"Hey, please find attached the updated report for your review."
14791,ham,Invitation: College Tech Fest,Thanks for helping with the project submission last week.
7108,spam,Claim Your $500 Reward Now,Special insurance plan for you – get huge discounts by signing up today.
3341,spam,Account Alert: Verify Your Details Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
7518,ham,Invitation: College Tech Fest,Just checking if you received the document I sent yesterday.
7608,ham,Team Lunch on Friday,The team meeting is scheduled at 3 PM. Please join via the link.
13012,ham,Follow-up on Previous Email,Don’t forget to bring the printed copies for submission.
4590,spam,Special Offer Just for You,Final notice: Your subscription will expire soon. Renew today and save 50%.
1707,spam,Account Alert: Verify Your Details Now,Refer a friend and earn ₹500 instantly! Click here to start.
9155,ham,Project Update and Next Steps,I’ve shared the notes from today’s lecture in the drive link below.
9281,ham,Regarding Your Assignment,"Hey, please find attached the updated report for your review."
3961,spam,Special Offer Just for You,Get access to premium content for free. Just confirm your email to activate the offer.
1932,spam,Claim Your $500 Reward Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
12793,ham,Meeting Reminder: Project Discussion,Thanks for helping with the project submission last week.
4045,spam,Urgent: Update Your Payment Information,Final notice: Your subscription will expire soon. Renew today and save 50%.
2138,spam,Win a Trip to Maldives - Limited Seats,Refer a friend and earn ₹500 instantly! Click here to start.
14525,ham,Re: Notes from Today's Lecture,Can you confirm your availability for tomorrow’s meeting?
6940,spam,Limited Offer: Claim Your Free iPhone,"Your Amazon gift card is ready. Claim it before it expires. Offer bahut mast lag rahi hai, check kar jaldi."
13179,ham,Weekly Report Submission Reminder,"Hey, please find attached the updated report for your review."
7540,ham,Project Update and Next Steps,Please review the attached invoice and confirm once done.
8600,ham,Schedule for Tomorrow's Meeting,It was great seeing you at the seminar. Let’s catch up soon.
6841,spam,Limited Offer: Claim Your Free iPhone,Special insurance plan for you – get huge discounts by signing up today.
12249,ham,Project Update and Next Steps,Let’s plan the presentation slides together this weekend.
5815,spam,Account Alert: Verify Your Details Now,Special insurance plan for you – get huge discounts by signing up today.
6612,spam,Claim Your $500 Reward Now,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
8104,ham,Schedule for Tomorrow's Meeting,Thanks for helping with the project submission last week.
9304,ham,Invitation: College Tech Fest,"Hey, please find attached the updated report for your review."
10840,ham,Re: Notes from Today's Lecture,"I’ve shared the notes from today’s lecture in the drive link below. Exam ki file attach ki hai, dekh lena."
4563,spam,Urgent: Update Your Payment Information,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
1493,spam,Claim Your $500 Reward Now,Final notice: Your subscription will expire soon. Renew today and save 50%.
11427,ham,Meeting Reminder: Project Discussion,I’ve shared the notes from today’s lecture in the drive link below.
9977,ham,Team Lunch on Friday,"Thanks for helping with the project submission last week. Offer bahut mast lag rahi hai, check kar jaldi."
3941,spam,Claim Your $500 Reward Now,Special insurance plan for you – get huge discounts by signing up today.
3436,spam,Urgent: Update Your Payment Information,Your Amazon gift card is ready. Claim it before it expires.
229,spam,Congratulations! You've Won a Gift Voucher,Special insurance plan for you – get huge discounts by signing up today.
6,spam,Urgent: Update Your Payment Information,You have been chosen to receive an exclusive credit card with zero annual fees. Apply now.
12824,ham,Invoice Attached for Your Review,Just checking if you received the document I sent yesterday.
14980,ham,Invoice Attached for Your Review,Thanks for helping with the project submission last week.
7779,ham,Project Update and Next Steps,Can you confirm your availability for tomorrow’s meeting?
11384,ham,Schedule for Tomorrow's Meeting,Don’t forget to bring the printed copies for submission.
10883,ham,Weekly Report Submission Reminder,Just checking if you received the document I sent yesterday.
2235,spam,Urgent: Update Your Payment Information,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
9775,ham,Team Lunch on Friday,"Hey, please find attached the updated report for your review."
686,spam,Upgrade to Premium Membership Today,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
5747,spam,Your Loan Application Approved,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
6737,spam,Claim Your $500 Reward Now,You’ve won a lucky draw! Provide your contact details to claim the prize.
5107,spam,Claim Your $500 Reward Now,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
13691,ham,Schedule for Tomorrow's Meeting,I’ve shared the notes from today’s lecture in the drive link below.
3225,spam,Special Offer Just for You,"Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight. Exam ki file attach ki hai, dekh lena."
1811,spam,Special Offer Just for You,Refer a friend and earn ₹500 instantly! Click here to start.
2335,spam,Congratulations! You've Won a Gift Voucher,"You have been chosen to receive an exclusive credit card with zero annual fees. Apply now. Offer bahut mast lag rahi hai, check kar jaldi."
10129,ham,Follow-up on Previous Email,Please review the attached invoice and confirm once done.
6592,spam,Upgrade to Premium Membership Today,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
11223,ham,Follow-up on Previous Email,Don’t forget to bring the printed copies for submission.
14521,ham,Re: Notes from Today's Lecture,Just checking if you received the document I sent yesterday.
607,spam,Your Loan Application Approved,Final notice: Your subscription will expire soon. Renew today and save 50%.
6949,spam,Upgrade to Premium Membership Today,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
13694,ham,Follow-up on Previous Email,"Hey, please find attached the updated report for your review."
12629,ham,Team Lunch on Friday,Please review the attached invoice and confirm once done.
2071,spam,Urgent: Update Your Payment Information,Special insurance plan for you – get huge discounts by signing up today.
343,spam,Urgent: Update Your Payment Information,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
10620,ham,Project Update and Next Steps,Let’s plan the presentation slides together this weekend.
8761,ham,Project Update and Next Steps,The team meeting is scheduled at 3 PM. Please join via the link.
7327,spam,Account Alert: Verify Your Details Now,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
8601,ham,Re: Notes from Today's Lecture,"Hey, please find attached the updated report for your review."
5387,spam,Congratulations! You've Won a Gift Voucher,You’ve won a lucky draw! Provide your contact details to claim the prize.
3708,spam,Urgent: Update Your Payment Information,Hurry! Limited-time offer on our premium plans. Avail up to 70% discount before midnight.
6714,spam,Congratulations! You've Won a Gift Voucher,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
8770,ham,Re: Notes from Today's Lecture,Let’s plan the presentation slides together this weekend.
5242,spam,Urgent: Update Your Payment Information,Your account will be suspended unless you verify your details immediately. Visit our secure link now.
9819,ham,Follow-up on Previous Email,Don’t forget to bring the printed copies for submission.
10384,ham,Re: Notes from Today's Lecture,The team meeting is scheduled at 3 PM. Please join via the link.
14933,ham,Invitation: College Tech Fest,Let’s plan the presentation slides together this weekend.
5822,spam,Urgent: Update Your Payment Information,Refer a friend and earn ₹500 instantly! Click here to start.
4907,spam,Account Alert: Verify Your Details Now,Get access to premium content for free. Just confirm your email to activate the offer.
7281,spam,Special Offer Just for You,Your Amazon gift card is ready. Claim it before it expires.
7851,ham,Re: Notes from Today's Lecture,It was great seeing you at the seminar. Let’s catch up soon.
2733,spam,Your Loan Application Approved,Special insurance plan for you – get huge discounts by signing up today.
6960,spam,Claim Your $500 Reward Now,Refer a friend and earn ₹500 instantly! Click here to start.
9463,ham,Schedule for Tomorrow's Meeting,Just checking if you received the document I sent yesterday.
10941,ham,Project Update and Next Steps,Don’t forget to bring the printed copies for submission.
2621,spam,Win a Trip to Maldives - Limited Seats,Congratulations! You have been selected for a special offer. Click the link below to claim your reward.
9897,ham,Team Lunch on Friday,"Hey, please find attached the updated report for your review."
7835,ham,Schedule for Tomorrow's Meeting,Please review the attached invoice and confirm once done.
